ISBN,name,keyword,category
H1507130002,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-M28A/HO-M28A,/,數位家電
H1809260001,３Ｍ－雙效空氣清淨除濕機　ＦＤ－Ａ９０Ｗ,/,數位家電
H1904030018,Dashbon SonaBuds 2 全無線立體聲防水藍牙耳機,/耳機\藍芽耳機\運動耳機\達信邦,數位家電
H1707190015,SAMPO聲寶-個人專用多功能紫外線消毒殺菌烘碗機KB-GA30U,/,數位家電
H2001080003,3M 淨呼吸 FA-E180 空氣清淨機,/3M\空氣\清淨機\家電,數位家電
H1812050058,TECO東元－微電腦飛梭觸控電陶爐(YJ1308CB),/電陶爐\電磁爐\TECO\東元,數位家電
H1910300001,TATUNG大同 85L四層不鏽鋼光觸媒紫外線烘碗機 TMO-D851S,/TATUNG\大同\四層\不鏽鋼\紫外線\烘碗機\家電,數位家電
H1507060001,HERAN禾聯-窗機(HW-23P)+基本安裝,/,數位家電
H1507060009,HERAN禾聯-窗機(HW-85F)+基本安裝,/,數位家電
H1810010027,英國VS沙宣 32mm晶漾魔力紅鈦金蒸氣二合一直捲髮棒 VSS-8000W,/,數位家電
H1711010005,法國Babyliss  1400W專業護髮柔髮負離子吹風機 270RW,/,數位家電
H1905210013,SAMPO聲寶 多功能立體刀頭果汁機 KJ-SD15G,/SAMPO\聲寶\果汁機\調理機\攪拌機,數位家電
H1809260006,3M - 淨呼吸空氣清淨機-超濾淨型6及10坪專用濾網,/,數位家電
H1802060005,美國Ｃｕｉｓｉｎａｒｔ　美膳雅　　１７Ｌ專業不鏽鋼蒸氣式烤箱　ＣＳＯ－３００ＮＴＷ,/,數位家電
H1801160009,ＣＨＩＭＥＩ奇美－８Ｌ時尚美型節能除濕機,清淨機/除濕機\空氣清潔\烘衣機\空氣\防潮,數位家電
H1707190012,Ａｂｅｅ－１４吋ＤＣ馬達ＥＣＯ遙控風扇　ＡＦ－Ｌ１４Ｃ０Ｆ,/,數位家電
H1710310009,美國Ｃｕｉｓｉｎａｒｔ－美膳雅多功能新纖果汁調理研磨機　ＣＰＢ－３００ＴＷ,/,數位家電
H1506220027,BenQ-65吋LED液晶顯示器65RW6600,/,數位家電
H1802130002,ＳＡＭＰＯ聲寶　　　６Ｌ空氣清淨除濕機　ＡＤ－ＷＡ７１２Ｔ,清淨機/除濕機\清淨機\烘衣機\空氣\防潮,數位家電
H1507130008,ＨＥＲＡＮ禾聯－變頻一對二冷專型_HI-S28B*2/HO2-S2828B,/,數位家電
H1707190028,Ｄａｓｈｂｏｎ－ＳｏｎａＢｕｄｓ　全無線立體聲藍牙耳機,/,數位家電
H2003210003,PORClean 寶可齡 多孔性陶瓷鹼離子抗菌濾芯超值組(濾芯x2+噴嘴x2),/可攜式\沖洗機\牙齒\潔牙\清潔,數位家電
H1809260025,Waymax威瑪－高科技智能平衡車-綠,/,數位家電
H1506290003,HERAN禾聯-43吋HERTV 智慧聯網LED液晶顯(HD-43AC2)+基本安裝,/,數位家電
H1901250001,英國知名品牌GERM-BUSTER滅菌王-不鏽鋼智能殺菌垃圾桶18L,/滅菌王\垃圾桶\殺菌垃圾桶,數位家電
H1506220024,歌林-移動式水冷器(20L),/,數位家電
H1905210005,SAMPO聲寶 攜帶型光觸媒強效捕蚊燈 ML-WS02E-B(可折疊、可接行動電源),/SAMPO\聲寶\捕蚊燈\防蟲\捕蚊,數位家電
H1809260026,Waymax威瑪－高科技智能平衡車-藍,/,數位家電
H1707190004,ＴＥＣＯ東元－１４吋ＤＣ微電腦遙控立扇　ＸＡ１４７３ＢＲＤ,/,數位家電
H1801160008,Ｍａｔｓｕｔｅｋ　松騰　　空氣清靜機　ＡＲ－１２０Ｎ,/,數位家電
H2006080001,Philips AVENT飛利浦新安怡 快速食品加熱器/溫奶器 SCF355-00,/電器\餵食\母乳\母奶\嬰兒\寶寶\餵奶,數位家電
H1810010031,勳風　－　增壓式手持掛燙機　ＨＦ－Ｏ１５５,熨斗/襯衫\西裝,數位家電
H1507130005,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-M50A/HO-M50A,/,數位家電
H1711010011,ＳＡＭＰＯ聲寶　１０人份電子鍋　ＫＳ－ＡＦ１０,/,數位家電
H1711010007,日本ＩＲＩＳ輕美學雙氣旋智能無線吸塵器ＩＣ－ＳＤＣ２,/清潔好幫手,數位家電
H1507060020,HERAN禾聯-一對一壁掛分離式(HI-72G/HO-722),/,數位家電
H1809260003,３Ｍ　－　空氣清靜機超濾淨型－靜音款專用濾網,/,數位家電
H1507060006,HERAN禾聯-窗機(HW-63P)+基本安裝,/,數位家電
H1507060014,HERAN禾聯-窗機(HPA-36MH)+基本安裝,/,數位家電
H1812050021,快譯通Abee BT-2000 TWS立體雙聲道藍牙喇叭組,/喇叭\音響\藍芽喇叭\快譯通,數位家電
H1805280004,CHIMEI奇美 - 14吋微電腦ECO遙控擺頭DC節能風扇 DF-14D500,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1506220022,歌林－不鏽鋼３０公升旋風大烤箱,/,數位家電
H2005140006,CHIMEI DF-14DCST 14吋DC微電腦ECO遙控擺頭風扇,/家用品\家電\電風扇\省電\奇美,數位家電
H1707190009,ＳＡＭＰＯ聲寶－１０吋ＤＣ節能循環扇　ＳＫ－ＺＣ１０ＳＤＲ,/,數位家電
H1812050022,TECO東元陶瓷式電暖器 YN1250CB,/東元\TECO\電器\家電\電暖器\暖氣,數位家電
H1507060011,HERAN禾聯-一對一壁掛分離式(HI-28G/HO-283),/,數位家電
H1812120024,CHIMEI奇美 - 無線手持旋風吸塵器,/,數位家電
H1810030004,美國Ｃｕｉｓｉｎａｒｔ　－　自動冷萃醇濃咖啡機　ＤＣＢ－１０ＴＷ,/,數位家電
H1805280003,CHIMEI奇美-8吋DC直流3D立體擺頭循環扇( DF-08A0CD),/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1812050055,美國Cuisinart 美膳雅 - 調理手持式攪拌棒 CSB-80TW,/,數位家電
H1810090001,３Ｍ　　ＤＳ０２－ＣＧ　桌上型淨水器－鵝頸款,/生活用品\居家小物\居家設備,數位家電
H1812050012,SAMPO聲寶 - 10人份微電腦電子鍋 KS-BP18Q,廚房用具\廚房家電\電鍋\電子鍋/冬季禦寒對策,數位家電
H1910240005,美國Cuisinart 玩味輕鬆打 4杯迷你食物處理機/調理機 ECH-4GMTW,/美國\Cuisinart\食物處理機\家電,數位家電
H1707190011,CHIMEI奇美-強效電擊捕蚊燈MT-10T0E0,/,數位家電
H1710300004,日本siroca - crossline 自動研磨悶蒸咖啡機 SC-A1210,/,數位家電
H1809260023,Waymax威瑪－高科技智能平衡車-白,/,數位家電
H1810010008,ReSPR瑞斯博 Self Guard 空氣保鑣 個人專用隨身空氣清淨機,生活家電\清淨除濕/,數位家電
H1812050030,TECO東元8坪負離子空氣清淨機,家電\空氣清淨機\除濕機\清淨機/,數位家電
H1506290006,HERAN禾聯-65吋 LED液晶顯示器(HD-65UG1)+基本安裝,/,數位家電
H1507130010,ＨＥＲＡＮ禾聯－變頻一對一冷暖型_HI-M23AH/HO-M23AH,/,數位家電
H1809260009,3M-淨呼吸空氣清淨機-極淨型6坪 專用濾網T10AB-F,/,數位家電
H1805280027,SAMPO聲寶 - 16吋微電腦遙控DC節能風扇 SK-FX16DR,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1710300007,東元TECO 肩頸按摩器 XYFNH003L,/,數位家電
H1506220031,BenQ-50吋LED液晶顯示器50RH6500,/,數位家電
H1810010009,CHIMEI奇美魔術光移時尚LED觸控護眼檯燈LT-MT110D,燈具\燈/,數位家電
H2002110003,TECO東元 多功能美食鍋XYFYK020,/TECO\東元\多功能\美食鍋\鍋子\家電,數位家電
H2001100005,SAMPO聲寶 炫彩烤麵包機TR-LF65S,/SAMPO\聲寶\烤麵包機\麵包\家電,數位家電
H2002110002,歌林 Mini旋風免紙袋吸塵器TC-WD01,/KOLIN\歌林\Mini\旋風\免紙袋\吸塵器\家電,數位家電
H2006050003,Philips AVENT飛利浦新安怡 親餵重現單邊電動吸乳器 SCF315-02,/電器\餵食\母乳\母奶\嬰兒\寶寶,數位家電
H1710310008,美國Ｃｕｉｓｉｎａｒｔ　美膳雅　　迷你食物調理機　ＤＬＣ－２ＡＢＣＴＷ,/,數位家電
H1507130018,ＨＥＲＡＮ禾聯－變頻一對二冷暖型_HI-S28BH/HI-S50BH/HO2-S2850BH,/,數位家電
H1805280012,ＴＥＣＯ東元－踏雪尋梅１６吋ＤＣ微電腦ＥＣＯ遙控風扇　ＸＡ１６８９ＢＲＤ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1506220023,歌林－時尚微電腦遙控水冷扇,/,數位家電
H1905210006,SAMPO聲寶 家用型吸入式光觸媒強效捕蚊燈(白/黑 可選),/SAMPO\聲寶\捕蚊燈\防蟲\捕蚊,數位家電
H2001080006,3M 淨呼吸 FA-B200DC 空氣清淨機專用濾網U100-F(2入組),/3M\空氣\清淨機\家電,數位家電
H1812120005,Whirlpool惠而浦 - 6L節能除濕機 WDEM12W,/惠而浦\Whirlpool\除濕機,數位家電
H1812120008,Zero - S智慧偵測超薄型吸塵器機器人,/清潔好幫手,數位家電
H1506220028,BenQ-55吋LED液晶顯示器55RW6600,/,數位家電
H2005240006,SAMPO聲寶 家用型吸入式UV捕蚊燈 ML-JA03E,/抓蚊子\蚊子\電燈,數位家電
H1901250002,英國知名品牌GERM-BUSTER滅菌王-不鏽鋼智能殺菌垃圾桶30L,/滅菌王\垃圾桶\殺菌垃圾桶,數位家電
H1805280020,歌林ｋｏｌｉｎ　－　１６吋ＤＣ馬達ＥＣＯ遙控風扇　ＫＦ－Ａ１６０１ＤＣ－Ａ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1809260016,3M－淨呼吸超舒淨型空氣清淨機FA-M13,/,數位家電
H1710300006,【東元ＴＥＣＯ】３Ｄ溫熱揉捏按摩器　ＸＹＦＮＨ１７７,/,數位家電
H1903050004,TECO東元 個人隨身型空氣清淨機,/TECO\東元\空氣清淨機\隨身型,數位家電
H1507060005,HERAN禾聯-窗機(HW-50P)+基本安裝,/,數位家電
H1711010009,日本ＩＲＩＳ　　氣旋直立式無線吸塵器（黑）　ＩＣ－ＳＬＤＣ１－Ｂ,/清潔好幫手,數位家電
H1809260017,3M-前置樹脂軟水系統 3RF-S001-5 3M-7100000967,/,數位家電
H1812050017,SAMPO聲寶 - 14吋鹵素式電暖器 HX-FD14F,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H2002110006,SAMPO聲寶 全營養豆漿機 DG-AD12,/SAMPO\聲寶\全營養\豆漿機\電器,數位家電
H2002110001,KOLIN歌林 電動打蛋機 KJE-LN06M(附底部收納盒),/KOLIN\歌林\電動\打蛋機\家電,數位家電
H1707190008,ＴＥＣＯ東元－１６吋ＤＣ微電腦遙控立扇　ＸＡ１６７３ＢＲＤ,/,數位家電
H1507130004,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-M41A/HO-M41A,/,數位家電
H1812050016,SAMPO聲寶 - 直立陶瓷式定時電暖器 HX-YB12P,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H1809260013,【3M】淨呼吸靜電空氣濾網 (淨化級捲筒式),/,數位家電
H1506290008,HERAN禾聯-28吋 LED液晶顯示器(HD-28DF1)+基本安裝,/,數位家電
H1805280008,ＴＥＣＯ東元　－　ｉＦａｎｓ　１４吋ＤＣ直流微電腦智慧溫控立扇電扇　ＸＡ１４６９ＢＲＨ,/,數位家電
H1811070004,歌林ｋｏｌｉｎ　－　水過濾不挑嘴全能吸塵器　ＫＴＣ－Ａ１２０２ＷＡ,/清潔好幫手\吸塵器,數位家電
H1812050061,TECO東元 - 高效負離子空氣清淨機,/負離子\空氣清淨機\TECO\東元,數位家電
H1907160007,日本DOSHISHA Otona X Disney米奇聯名手持電動刨冰機-紅,/DOSHISHA\家電\製冰機\刨冰機\夏日製冰機,數位家電
H2006010002,SAMPO聲寶 18吋微電腦遙控DC節能風扇SK-FB18DR,/家用品\家電\電扇\電風扇,數位家電
H1810090014,TECO東元-9吋DC馬達ECO渦流循環扇(XA0901CRD),/,數位家電
H1506290001,HERAN禾聯-32吋HERTV 智慧聯網LED液晶(HD-32AC2)+基本安裝,/,數位家電
H1811070003,勳風　－　極速無線手持直立兩用吸塵器　ＨＦ－Ｈ３４５,/清潔好幫手\吸塵器\無線,數位家電
H1907160004,歌林kolin 16吋微電腦遙控DC節能風扇 KF-A1603DCR,/歌林\kolin\微電腦\風扇\電風扇,數位家電
H1710300001,ＳＡＭＰＯ聲寶　　ＰＩＣＯ　ＰＵＲＥ水離子吹風機　ＥＤ－ＢＣ１２ＴＰ,/,數位家電
H2006010010,TECO東元 16吋機械式風扇 XA1655AA,/家用品\家電\電扇\電風扇,數位家電
H1507060002,HERAN禾聯-窗機(HW-28P1)+基本安裝,/,數位家電
H1707190024,【SAMPO聲寶】四層光觸媒紫外線烘碗機 KB-RF85U,/,數位家電
H1801150001,3M-淨呼吸空氣清淨機-極淨型(10坪) FA-T20AB,清淨機/除濕機\空氣清潔\烘衣機\空氣\防潮,數位家電
H1805280017,TECO東元-16吋DC微電腦遙控立扇 TE-XA1673BRD,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1805280028,ＳＡＭＰＯ聲寶　－　１８吋微電腦遙控ＤＣ節能風扇　ＳＫ－ＦＨ１８ＤＲ,/夏日風扇\電風扇\電扇\風扇,數位家電
H1506220030,BenQ-50吋LED液晶顯示器50RW6500,/,數位家電
H1812260011,日本siroca速暖式雲母電暖器 SH-M1210-K,/家電\電暖器\暖氣\siroca,數位家電
H1506290002,HERAN禾聯-42吋HERTV 智慧聯網LED液晶(HD-42AC2)+基本安裝,/,數位家電
H1809260004,3M-淨呼吸超濾淨型空氣清淨機(進階版)-適用6坪,/,數位家電
H1506220036,BenQ-32吋LED液晶顯示器32RH5500,/,數位家電
H2003210001,SAMPO聲寶 3in1手持/直立/除螨無線吸塵器 EC-HA07UR,/手拿式\防螨\清潔\打掃,數位家電
H1711010014,ＣＨＩＭＥＩ奇美－６Ｌ時尚美型節能除濕機,清淨機/除濕機\空氣清潔\烘衣機\空氣\防潮,數位家電
H1812050047,SAMPO聲寶 - 烘被機 HX-SA04B,烘衣機\烘被機\烘鞋機\除濕機/冬季禦寒對策,數位家電
H1905210016,CHIMEI奇美6吋DC渦流擺頭USB循環扇(天使白/糖果粉 可選),/CHIMEI\奇美\風扇\循環扇\家電,數位家電
H1905210017,CHIMEI奇美24公升微電腦旋風智能電烤箱 EV-24S0SD,/CHIMEI\奇美\烤箱\烘焙\電烤箱,數位家電
H1507060018,HERAN禾聯-一對一壁掛分離式(HI-56G/HO-562),/,數位家電
H1711010012,ＳＡＭＰＯ聲寶　　６人份美式咖啡機　ＨＭ－ＳＢ０６Ａ,/,數位家電
H1809260008,3M-空氣清靜機超濾淨型大坪數專用濾網(16坪),/,數位家電
H1506290010,HERAN禾聯-40吋 LED液晶顯示器(HD-40DC8)+基本安裝,/,數位家電
H1805280013,ＴＥＣＯ東元－１４吋ＤＣ微電腦遙控立扇　ＸＡ１４７３ＢＲＤ,/,數位家電
H2005240001,TECO東元 12吋機械式桌扇 XYFXA1220,/桌上型\風扇\電風扇\電扇,數位家電
H1910240007,法國特福Tefal 巧變精靈配件系列削皮刀 K2071814,/法國\特福\Tefal\削皮刀\廚房用品,數位家電
H2005140001,CHIMEI DF-14D600 14吋微電腦ECO遙控擺頭DC節能風扇,/家用品\家電\電風扇\省電\奇美,數位家電
H1506220037,BenQ-40型LED低藍光顯示器40IH6500,/,數位家電
H1711270001,CHIMEI奇美 手持多功能強力氣旋吸塵器,/,數位家電
H1905210014,TECO東元 14吋定時桌立扇 XYFXA1412AB,/TECO\東元\電風扇\風扇\家電\桌立扇,數位家電
H1810010001,3M-紫外線殺菌生飲淨水器(UVA2000),/,數位家電
H1812050052,TECO東元 - 浴室臥房兩用防潑水微電腦電暖器 YN2001CB,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H1707190001,ＳＡＭＰＯ聲寶　１６吋星鑽定時電扇　ＳＫ－ＦＬ１６Ｔ,電風扇/夏日風扇\電扇\風扇,數位家電
H1507060023,HERAN禾聯-一對二壁掛分離式(HI-28G/HI-56G/HO2-2856),/,數位家電
H1812120001,Whirlpool惠而浦 - 四合一負離子水冷扇,/夏日涼風扇,數位家電
H2006050002,Philips AVENT飛利浦新安怡 親餵重現雙邊吸乳器 SCF316-02,/電器\餵食\母乳\母奶\嬰兒\寶寶,數位家電
H1907160008,日本DOSHISHA 電動綿綿雪花製冰機 DTY-17,/DOSHISHA\家電\製冰機\刨冰機\夏日製冰機,數位家電
H1812120004,Whirlpool惠而浦 - 可拆式智能大廈扇 WTFE100W,/惠而浦\Whirlpool\風扇,數位家電
H1506290012,HERAN禾聯-50吋 LED液晶顯示器(HD-50DD9)+基本安裝,/,數位家電
H1907160001,TECO東元360°零死角智能空氣清淨機 NN4002BD,/TECO\東元\清淨機\空氣清淨機,數位家電
H1805280007,ＣＨＩＭＥＩ奇美　－　７吋ＤＣ易拆式觸控３Ｄ立體擺頭循環扇　ＤＦ－０７Ａ０ＣＤ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1507130006,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-G63A/HO-G63A,/,數位家電
H2001080008,3M 淨呼吸 FA-B200DC 空氣清淨機,/3M\空氣\清淨機\家電,數位家電
H1812050025,CHIMEI奇美臥立兩用陶瓷電暖器-白 HT-CR2TW1,/奇美\CHIMEI\電器\電暖器\暖爐,數位家電
H1801160007,TECO東元-手持式掛燙機,/,數位家電
H1707190005,ＳＡＭＰＯ聲寶－１４吋時尚ＤＣ節能風扇　ＳＫ－ＦＮ１４ＤＲ,電風扇/夏日風扇\電扇\風扇,數位家電
H1905210007,SAMPO聲寶 健康隨行杯果汁機(雙杯組) KJ-SB05T,/SAMPO\聲寶\小家電\果汁機\隨行杯,數位家電
H1812050064,Whirlpool惠而浦 - 20L機械式微波爐 WMWM200W,/惠而浦\微波爐\Whirlpool,數位家電
H1711010006,法國Ｂａｂｙｌｉｓｓ　　陶瓷鈦專業直髮夾　ＳＴ２７Ｗ,/,數位家電
H1810030006,3M  DS02-D簡易型全面級淨水器 (盒裝),/生活用品\居家小物\清潔用品\廚房設備,數位家電
H1910240004,iNO 高準度藍牙智慧體重計-清新白 CB760(清新白/貴族黑/櫻花粉 可選),/iNO\智慧\體重計\家電,數位家電
H1805280011,ＴＥＣＯ東元－踏雪尋梅１４吋ＤＣ微電腦ＥＣＯ遙控風扇　ＸＡ１４８９ＢＲＤ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1905210012,TECO東元3D全自動擺頭二合一循環扇 XYFXA0801CRD,/TECO\東元\電風扇\風扇\家電,數位家電
H1811070002,Whirlpool惠而浦 - 32公升獨立式萬用蒸烤箱 WSO3200B,/烤箱\蒸烤箱,數位家電
H1909120001,CHIMEI奇美 6L時尚美型節能除濕機 RH-06E0RM,/CHIMEI\奇美\時尚\節能\除濕機,數位家電
H1812050019,快譯通Abee POL-1002 10葉片熱浪型電暖器,/快譯通\電器\電暖爐\暖爐\電暖器,數位家電
H2002110004,SAMPO聲寶 10W捕蚊燈 ML-PJ10,/SAMPO\聲寶\10W\捕蚊燈\電,數位家電
H1506290007,HERAN禾聯-24吋 LED液晶顯示器(HD-24DF1)+基本安裝,/,數位家電
H1802060001,CHIMEI奇美 無線多功能UV除蟎吸塵器  VC-HB4LH0,/清潔好幫手,數位家電
H1812250001,SAMPO聲寶觸控式不挑鍋電陶爐 KM-SL12P,/聲寶\SAMPO\吸塵器\家電\電陶爐\電磁爐,數位家電
H1710260001,3M-淨呼吸空氣清淨機(超優淨型),/,數位家電
H1812050059,TECO東元 IH變頻電磁爐,廚房用品\火鍋/電磁爐\TECO\東元,數位家電
H1904030005,法國BubbleSoda 全自動氣泡水機-經典白大氣瓶超值組合 BS-909KTB2,/BubbleSoda\氣泡水\氣泡水機,數位家電
H1801150005,3Ｍ-淨呼吸空氣清淨機-極淨型6坪 專用濾網(除臭加強濾網),清淨機/除濕機\空氣清潔\烘衣機\空氣\防潮,數位家電
H1809260024,Waymax威瑪－高科技智能平衡車-紅,/,數位家電
H1812120002,Whirlpool惠而浦 - 負離子香氛15L水冷扇,/夏日涼風扇,數位家電
H1710300008,【ＰＥＲＳＯＮ柏森】半導體迷你除濕機　,清淨機/除濕機\空氣清潔\烘衣機\空氣\防潮,數位家電
H1601280002,法奇歐尼－頂級經典冷壓初榨橄欖油（６瓶入）,/,養氣滿分
H1610310003,法奇歐尼－特級純橄欖油（５００ｍｌ）（６入組）,/,養氣滿分
H1511260024,森之果物－嚴選智利特大葡萄乾＆蔓越莓 六入組,/,養氣滿分
H1511260025,森之果物－嚴選智利特大葡萄乾＆蔓越莓＋加拿大蔓越莓果乾各２入組,/,養氣滿分
H1511260008,肯寶KB99-奇亞籽三入組,/,養氣滿分
H1511260012,肯寶ＫＢ９９－生機明日葉茶２入組,/,養氣滿分
H1511260023,森之果物－嚴選智利特大葡萄乾＆蔓越莓４入組,/,養氣滿分
H1511260028,陽光生機－無籽超大葡萄乾６入組,/,養氣滿分
H1511260016,肯寶KB99-生機彩虹藜麥三入組,/,養氣滿分
H1806080001,ＭＥＩＪＩ　－　金選明治成長奶粉３號８５０ｇ（八罐）,/,養氣滿分
H1601280001,神農御食米(台粳16號)(2公斤裝，五入),/,養氣滿分
H1511260011,肯寶ＫＢ９９－奇亞籽雜糧棒２入組,/,養氣滿分
H1610310001,法奇歐尼－頂級經典冷壓初榨橄欖油（１０００ｍｌ）（４入組）,/,養氣滿分
H1511260020,肯寶KB99-有機大燕麥片六入組,/,養氣滿分
H1511260002,肯寶－營養組合（杏仁粉＋黑芝麻）,/,養氣滿分
H1805140002,奧利塔－葡萄籽油６入組,/,養氣滿分
H1511260015,肯寶KB99-生機彩虹藜麥兩入組,/,養氣滿分
H1511260007,肯寶ＫＢ９９－藜麥片３入組,/,養氣滿分
H1511260026,森之果物－嚴選智利特大葡萄乾＆蔓越莓＋加拿大蔓越莓果乾各３入組,/,養氣滿分
H1805140003,奧利塔－葵花油６入組,/,養氣滿分
H1511260014,肯寶ＫＢ９９－無籽大葡萄乾＋全果蔓越莓乾各２入,/,養氣滿分
H1511260010,肯寶ＫＢ９９－有機奇亞籽２入組,/,養氣滿分
H1610310002,法奇歐尼－義大利莊園冷壓初榨橄欖油（５００ｍｌ）（６入組）,/,養氣滿分
H1805140001,奧利塔－玄米油６入組,/,養氣滿分
H1511260019,肯寶KB99生機10穀營養奶(罐)三入組,/,養氣滿分
H1511260004,肯寶KB99-紅藜麥2入組,/,養氣滿分
H1511260009,肯寶KB99-奇亞籽五入組,/,養氣滿分
H1511260005,肯寶KB99-紅藜麥3入組,/,養氣滿分
H1511260001,肯寶-營養組合(蛋白素+杏仁粉),/,養氣滿分
