ISBN,name,keyword,category
H1707280005,Ｓｕｒｆｒｉｄｅｒ厚磅女短Ｔ恤　ＯＫＩＮＡＷＡ款,/厚磅短Ｔ,時尚服飾
H1711010026,Ｓｕｒｆｒｉｄｅｒ　厚磅大學Ｔ　ＴＯＫＹＯ　女款,上衣/秋冬大學T\衣服\長袖,時尚服飾
H1707280007,Ｓｕｒｆｒｉｄｅｒ厚磅女短Ｔ恤　小鹿款,/厚磅短Ｔ,時尚服飾
H1708180002,Ｓｕｒｆｒｉｄｅｒ厚磅女短Ｔ恤　柴犬款,/厚磅短Ｔ,時尚服飾
H1707280008,Ｓｕｒｆｒｉｄｅｒ厚磅女短Ｔ恤　老虎款,/厚磅短Ｔ,時尚服飾
H1707270002,Ｓｕｒｆｒｉｄｅｒ厚磅男短Ｔ恤　老鷹款,/,時尚服飾
H1707270001,Ｓｕｒｆｒｉｄｅｒ厚磅男短Ｔ恤　ＴＯＫＹＯ款,/厚磅短Ｔ,時尚服飾
H1708250002,Ｓｕｒｆｒｉｄｅｒ－厚磅男短Ｔ恤　柴犬款,/,時尚服飾
H1505100023,漁棧-南極圓鱈(三包裝),,新鮮海鮮
H1505240005,好康宅配- 海鱺生魚片 (三包),,新鮮海鮮
H1702200003,Camaron 卡馬龍－美洲白晶蝦500g(10~15隻不等),/,新鮮海鮮
H1505100025,漁棧-挪威薄鹽鯖魚片(十包),,新鮮海鮮
H1505240001,好康宅配- 黃金斑鱸魚片(五包裝),,新鮮海鮮
H1505240002,好康宅配- 南極圓鱈(三包裝),,新鮮海鮮
H1505100022,漁棧-黃金斑鱸魚片(五包裝),,新鮮海鮮
H1505100027,漁棧-遠洋組,,新鮮海鮮
H1505240004,好康宅配- 挪威薄鹽鯖魚片(十包),,新鮮海鮮
H1505100028,漁棧-魚片組,,新鮮海鮮
H1702200002,Camaron 卡馬龍－美洲白晶蝦500g(15~20隻不等),/,新鮮海鮮
H1505240007,好康宅配- 遠洋組,,新鮮海鮮
H1505100024,漁棧-南極冰魚(三包),,新鮮海鮮
H1505240006,好康宅配- 魚片組,,新鮮海鮮
H1505240003,好康宅配- 南極冰魚(三包),,新鮮海鮮
H1505100026,漁棧-海鱺生魚片 (三包),,新鮮海鮮
H1812120020,獅子心三明治機 / 熱壓土司機(單片)(LST-135),點心機/三明治機\熱壓土司,數位家電
H2005240003,TECO東元 16吋機械式風扇 XYFXA1620,/桌上型\風扇\電風扇\電扇,數位家電
H1711010013,【ＴＥＣＯ東元】２０Ｌ電烤箱,/,數位家電
H2003210005,CASA 智能電動蒸氣拖把(附清潔墊布x3) CA-117,/打掃\拖地\廚房用具\清理\清潔,數位家電
H1904030006,法國BubbleSoda 全自動氣泡水機-經典白小氣瓶超值組合 BS-909KTS2,/BubbleSoda\氣泡水\氣泡水機,數位家電
H1707190029,ＡＲＫＤＡＮ－１８坪壁掛座立兩用空氣清淨機　　ＡＰＹ－ＷＡ１８Ｐ,/,數位家電
H1507130012,ＨＥＲＡＮ禾聯－變頻一對一冷暖型_HI-M36AH/HO-M36AH,/,數位家電
H2001030002,OSUMA  多功能無線肩頸熱敷按摩器 SE-1900NHR,/OSUMA\多功能\無線\肩頸\熱敷\按摩\電器\家電,數位家電
H1809260027,ActivTek-空氣淨化清淨機 AP-50,/,數位家電
H2002110005,SAMPO聲寶 手持充電吸塵器 EC-SA05HT,/SAMPO\聲寶\手持\充電\吸塵器\電器,數位家電
H1907160009,SAMPO聲寶18吋微電腦遙控DC節能風扇 SA-SK-FZ18DR,/SAMPO\聲寶\風扇\電風扇,數位家電
H1810180004,ＣＯＮＡＩＲ美容保濕蒸臉機,做臉/臉部保養\秋冬保濕,數位家電
H1506220029,BenQ-55吋LED液晶顯示器55RV6600,/,數位家電
H1707190026,ＳＡＭＰＯ聲寶－三層光觸媒紫外線烘碗機　ＫＢ－ＧＤ６５Ｕ,/,數位家電
H1711270007,3M 淨呼吸空氣清淨機 淨巧型-4坪 (FA-X50T),/,數位家電
H1507060022,HERAN禾聯-一對二壁掛分離式(HI-28G/HI-41G/HO2-2841),/,數位家電
H1707190003,ＳＡＭＰＯ聲寶－１０吋微電腦涼風霧化扇　ＳＫ－ＰＡ０２ＪＲ,/,數位家電
H1812050044,SAMPO聲寶迷你二段式陶瓷電暖器 HX-FC06P,/家電\電暖器\暖爐\暖氣\聲寶\SAMPO,數位家電
H1507060021,HERAN禾聯-一對二壁掛分離式(HI-23G/HO2-2323),/,數位家電
H1904030017,CHIMEI奇美 三合一HEPA濾網(適用S0300T) F03HP,/奇美\CHIMEI\空氣清淨\清淨機耗材\濾網,數位家電
H1507130011,ＨＥＲＡＮ禾聯－變頻一對一冷暖型＿ＨＩ－Ｍ２８ＡＨ／ＨＯ－Ｍ２８ＡＨ,/,數位家電
H1707190027,ＳＡＭＰＯ聲寶－直熱式烘碗機　ＫＢ－ＲＡ０６Ｈ,/,數位家電
H1809260014,【3M】淨呼吸靜電空氣濾網-專業級捲筒式,/,數位家電
H2001080004,CHIMEI奇美 360°智能淨化空氣清淨機(6-10坪) AP-06SRC1,/CHIMEI\奇美\空氣\清淨機\家電,數位家電
H1812050013,SAMPO聲寶 - 浴臥兩用陶瓷電暖器 HX-FN12P,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H1710300009,美國Ｃｕｉｓｉｎａｒｔ　美膳雅　　全方位自動手持式攪拌棒,/,數位家電
H1907160011,CHIMEI奇美24公升微電腦旋風智能電烤箱 CH-EV-24S0SD,/CHIMEI\奇美\烤箱\烘焙\電烤箱,數位家電
H2005240005,SAMPO聲寶 家用型吸入式UV捕蚊燈(可當氣氛燈) ML-JB07E,/抓蚊子\蚊子\電燈,數位家電
H2005240002,TECO東元 14吋機械式風扇 XYFXA1421,/桌上型\風扇\電風扇\電扇,數位家電
H1812050051,TECO東元 - 14吋碳素電暖器 YN1406AB,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H1805280016,勳風　－　自然風３Ｄ氣流負離子ＤＣ循環扇創風機　ＨＦ－Ｂ８４６ＤＣ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1809260005,3M淨呼吸超濾淨型空氣清淨機(高效版)-適用10坪,/,數位家電
H1812050056,TECO東元 - 20公升轉盤微波爐 (YM2003CB),/,數位家電
H1811070001,Ｗｈｉｒｌｐｏｏｌ惠而浦　－　直立手持兩用無線吸塵器　ＶＣＳ３００１,/清潔好幫手\吸塵器\無線,數位家電
H1809260010,3M-淨呼吸寶寶專用型空氣清淨機專用除臭加強濾網,/,數位家電
H1707190007,SAMPO聲寶-14吋ECO節能DC箱扇 SK-FB14BDR,/,數位家電
H1812050023,SAMPO聲寶1.2L不鏽鋼快煮壺 SA-KP-SD12S,/聲寶\SAMPO\茶壺\快煮壺\廚具,數位家電
H1909020005,CHIMEI奇美 多功能MINI美食調理鍋/快煮鍋/料理鍋/電火鍋(附蒸架) EP-02MC20,/CHIMEI\奇美\多功能\廚房用品\鍋子,數位家電
H1507130003,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-M36A/HO-M36A,/,數位家電
H1506220032,BenQ-50吋LED低藍光顯示器50IH6500,/,數位家電
H1812120019,獅子心三明治點心機(LST-138),點心機/,數位家電
H2001030004,TECO 東元 2合1手持式蒸氣掛燙機 XYFYG501,/TECO\東元\2合1\蒸氣\掛燙機\家電,數位家電
H1812050046,SAMPO聲寶 迷你陶瓷式電暖器 HX-FB06P,家電\電暖器\暖氣\電毯/冬季禦寒對策,數位家電
H1805280019,ＴＥＣＯ東元　－　１６吋ＤＣ馬達ＥＣＯ遙控立扇　ＸＡ１６８８ＢＲＤ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1707180002,日本Siroca－3way塵蹣吸塵器 SVC-368,/清潔好幫手,數位家電
H1707190020,ｉ＇＇ＳＥＮＳＥ－乾濕兩用Ｃａｔｃｈ　Ｍｏｐ拖地機器人　ＨＡＦ－ＨＣ２００ＷＨ,/,數位家電
H2001080002,3M 淨呼吸 FA-U120 空氣清淨機,/3M\空氣\清淨機\家電,數位家電
H1810010029,英國ＶＳ沙宣　－　３８ｍｍ晶漾魔力紅鈦金蒸氣負離子直髮夾　ＶＳＳ－９５００Ｗ,電棒捲/離子夾\髮捲,數位家電
H1812050049,TECO東元 - 10吋碳素電暖器 YN1012AB,家電\電暖器\暖爐\暖器/,數位家電
H1507060008,HERAN禾聯-窗機(HW-80F)+基本安裝,/,數位家電
H1904030007,法國BubbleSoda 全自動氣泡水機超值組合(花漾粉/花漾藍 可選),/BubbleSoda\氣泡水\氣泡水瓶\專用水瓶\氣泡水機,數位家電
H1812050018,SAMPO聲寶 - 浴室/臥房兩用微電腦電暖器 HX-FH10R,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H1805280006,ＣＨＩＭＥＩ奇美　－　１０吋ＤＣ易拆式觸控３Ｄ立體擺頭循環扇　ＤＦ－１０Ａ０ＣＤ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1805280021,ＳＡＭＰＯ聲寶－１４吋微電腦遙控ＤＣ節能風扇　ＳＫ－ＦＨ１４ＤＲ,電風扇/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1506220035,BenQ-42吋LED液晶顯示器42RH6500,/,數位家電
H1810090015,美國Ｃｕｉｓｉｎａｒｔ　－　１２杯全自動研磨美式咖啡機　ＤＧＢ－６２５ＢＣＴＷ,/,數位家電
H1507060003,HERAN禾聯-窗機(HW-36F)+基本安裝,/,數位家電
H1707190006,ＳＡＭＰＯ聲寶－１６吋時尚ＤＣ節能風扇　ＳＫ－ＦＮ１６ＤＲ,/,數位家電
H1812250002,SAMPO聲寶手持直立無線吸塵器 EC-HP12UGX,/聲寶\SAMPO\吸塵器\家電\直立式吸塵器,數位家電
H1805280025,ＳＡＭＰＯ聲寶　－　１６吋ＥＣＯ智能溫控ＤＣ節能風扇　ＳＫ－ＦＬ１６ＤＲ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1805280015,ＴＥＣＯ東元　－　３５Ｌ負離子水冷扇　ＸＹＦＸＡ３５０３,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1707190013,美國Ｃｕｉｓｉｎａｒｔ　美膳雅－８杯玩味輕鬆打食物處理機　ＦＰ－８ＳＶＴＷ,/,數位家電
H1805280014,ＴＥＣＯ東元　－　２０Ｌ負離子遙控水冷扇　ＸＹＦＸＡ２００２,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1904030016,Whirlpool惠而浦 18L不鏽鋼機械式電烤箱 WTOM181B,/Whirlpool\惠而浦\烤箱\機械式烤箱,數位家電
H2006010004,TECO東元 14吋機械式風扇XYFXA1420,/家用品\家電\電扇\電風扇,數位家電
H1812120022,【德國百靈】水洗式旋轉輕便電鬍刀,/父親節好禮,數位家電
H1910240003,TECO東元 5L三段溫控雙重給水熱水瓶 YD5006CB,/TECO\東元\熱水瓶\家電,數位家電
H1506290014,HERAN禾聯-58型 LED液晶顯示器(HD-58DC1)+基本安裝,/,數位家電
H1812050062,【TECO東元】高效免耗材空氣清淨機,/空氣清潔\夏日風扇\居家生活\家電\空氣清淨機\TECO\東元,數位家電
H1802130001,ＳＡＭＰＯ聲寶－觸控式不挑鍋電陶爐,/,數位家電
H2005140007,CHIMEI DF-14A0WD 14吋DC馬達遙控壁扇,/家用品\家電\電風扇\省電\奇美,數位家電
H1809260012,３Ｍ－淨呼吸車用／個人隨身型空氣清淨機,/,數位家電
H2006050001,SAMPO聲寶 14吋微電腦遙控DC節能風扇 SK-FU14DR,/家用品\家電\電扇\電風扇,數位家電
H1809260018,３Ｍ－ＳＱＣ前置ＰＰ過濾系統　３ＰＳ－Ｓ００１－５,/,數位家電
H1812050053,美國Cuisinart 美膳雅 - 直立式鬆餅機 WAF-V100TW,/,數位家電
H1710260002,３Ｍ超舒淨型空氣清淨機ＦＡ－Ｍ１３專用濾網,/,數位家電
H1506290004,HERAN禾聯-50吋HERTV 智慧聯網LED液晶(HD-50AC2)+基本安裝,/,數位家電
H1507130017,ＨＥＲＡＮ禾聯－變頻一對二冷暖型_HI-S28BH*2/HO2-S2828BH,/,數位家電
H1901250005,CHIMEI奇美6坪360°全淨化空氣清淨機 AP-04SRH1,/奇美\CHIMEI\家電\清淨機\空氣清淨機,數位家電
H1905210010,CHIMEI奇美18公升家用電烤箱(簡約白/莓果紅),/,數位家電
H2001080001,3M 淨呼吸 FA-U90 空氣清淨機,/3M\空氣\清淨機\家電,數位家電
H1707190016,ＳＡＭＰＯ聲寶－四層紫外線烘碗機　ＫＢ－ＧＨ８５Ｕ,/,數位家電
H1909120002,CHIMEI奇美 12L時尚美型節能除濕機 RH-12E0RM,/CHIMEI\奇美\時尚\節能\除濕機,數位家電
H1810010030,英國ＶＳ沙宣　－　３８ｍｍ晶漾魔力紅鈦金捲髮棒　ＶＳＩ－３８３１Ｗ,電棒捲/離子夾\髮捲,數位家電
H1805280005,CHIMEI奇美 - 16吋微電腦ECO遙控擺頭DC節能風扇 DF-16D500,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1507130016,ＨＥＲＡＮ禾聯－變頻一對一冷暖型_HI-G72AH/HO-G72AH,/,數位家電
H1812050045,SAMPO聲寶 - 10吋鹵素電暖器 HX-FB10F,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H2001030001,SAMPO聲寶 2in1手持/直立吸塵器 EC-HB08UY,/SAMPO\聲寶\2in1\吸塵器\電器\家電,數位家電
H1805280001,ＣＨＩＭＥＩ奇美－１４吋ＤＣ馬達微電腦ＥＣＯ立扇風扇（豪華款）（　ＤＦ－１４Ｂ０ＳＴ）,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1507060017,HERAN禾聯-一對一壁掛分離式(HI-50G/HO-502),/,數位家電
H1710310007,美國Ｃｕｉｓｉｎａｒｔ　美膳雅　　１８段錐形電動磨豆機　ＤＢＭ－８ＴＷ,/,數位家電
H1812050054,美國Cuisinart 美膳雅 - 多功能燒烤/煎烤盤 GR-4NTW,/,數位家電
H1711010010,ＳＡＭＰＯ聲寶　　１０人份電鍋－綠色　ＫＨ－ＱＨ１０Ａ,/,數位家電
H1812050020,快譯通Abee POL-1202 12葉片熱浪型電暖器,/快譯通\電器\電暖爐\暖爐\電暖器,數位家電
H1903050003,TECO 東元 5L智能溫控熱水瓶 YD5201CBW,/TECO\東元\熱水瓶\熱水壺,數位家電
H1805280024,ＳＡＭＰＯ聲寶　－　１４吋微電腦遙控ＤＣ節能風扇　ＳＫ－ＦＸ１４ＤＲ,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1810010026,CHIMEI奇美 15W強效電擊捕蚊燈 MT-15T0E0,/,數位家電
H1812050014,SAMPO聲寶 陶瓷式電暖器 HX-FD12P,家電\電暖器\暖氣\電毯/冬季禦寒對策,數位家電
H2003210002,PORClean 寶可齡 攜帶型充電式多孔性鹼離子抗菌沖牙機 MD-20,/可攜式\沖洗機\牙齒\潔牙\清潔,數位家電
H1801150002,３Ｍ－淨呼吸空氣清淨機－極淨型（６坪）ＦＡ－Ｔ１０ＡＢ,清淨機/除濕機\空氣清潔\烘衣機\空氣\防潮,數位家電
H1809260022,【Ａｂｅｅ】可攜式立體聲美音藍牙音響,/父親節好禮,數位家電
H1810090005,３Ｍ　　５８度博視燈ＬＥＤ豆豆燈,/生活用品\居家小物\居家設備,數位家電
H1910240001,美國Cuisinart 蔬果鮮榨機/榨汁機 CJE-500TW,/美國\Cuisinart\蔬果鮮榨機\家電,數位家電
H1710300002,SAMPO聲寶  20L機械式微波爐 RE-P201R,/SAMPO\聲寶\20L\機械式\微波爐\家電,數位家電
H1812050063,TECO東元 - 等離子烘衣架,/烘衣\TECO\東元,數位家電
H2006050004,Philips AVENT飛利浦新安怡 輕乳感PP手動吸乳器 SCF330-20,/電器\餵食\母乳\母奶\嬰兒\寶寶,數位家電
H1801160006,ＴＥＣＯ東元　　８Ｌ溫熱不鏽鋼開飲機　ＹＬ０８３８ＣＢ　,飲水機/微電腦\淨飲機\熱水瓶,數位家電
H1506220025,歌林－豪華型深桶泡腳機,/,數位家電
H1905210009,CHIMEI奇美三合一多功能翻轉鬆餅機(附3烤盤-鬆餅、章魚燒/雞蛋仔、熱壓吐司烤盤),/CHIMEI\奇美\鬆餅機\烤箱\烤盤,數位家電
H1707190010,Ａｂｅｅ－１６吋ＤＣ馬達ＥＣＯ遙控風扇　ＡＦ－Ｌ１６Ｃ０Ｆ,/,數位家電
H1507060015,HERAN禾聯-一對一壁掛分離式(HI-36G/HO-362),/,數位家電
H1707190030,ＴＥＣＯ東元－踏雪尋梅１４吋ＤＣ微電腦ＥＣＯ遙控風扇　ＸＡ１４８９ＢＲＤ,/,數位家電
H1812120009,Matsutek  空氣清淨機AR-120N專用濾網(1入)F-120,/Matsutek\空氣清淨機\濾網,數位家電
H1907160002,英國VS沙宣 迷你大風量負離子吹風機(附吹風嘴) VS-VS359BW,/VS\沙宣\吹風機\負離子,數位家電
H1907160012,CHIMEI奇美6吋DC渦流擺頭USB循環扇(天使白/糖果粉 可選),/CHIMEI\奇美\風扇\循環扇\家電,數位家電
H1506220038,BenQ-電視上網精靈Android智慧電視盒JM-250,/,數位家電
H1507130015,ＨＥＲＡＮ禾聯－變頻一對一冷暖型_HI-G63AH/HO-G63AH,/,數位家電
H1809260007,３Ｍ－Ｕｌｔｒａ　Ｃｌｅａｎ超濾淨空氣清淨機－１６坪（大坪數專用）,/,數位家電
H1812120006,Whirlpool惠而浦 - 16L節能除濕機 WDEE30W,家電\除濕機\清淨機\烘乾機/,數位家電
H1811070010,ＣＨＩＭＥＩ奇美　－　好偏心纖活果汁機　ＭＸ－２０００Ｓ２,/,數位家電
H1801160005,TECO東元-4.3L電熱水瓶 (YD4301CB),/,數位家電
H1805280022,SAMPO聲寶 - 16吋微電腦遙控DC節能風扇 SK-FH16DR,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1506290009,HERAN禾聯-32吋 LED液晶顯示器(HD-32DC9)+基本安裝,/,數位家電
H1506220033,BenQ-49吋LED液晶顯示器49RH6500,/,數位家電
H1812120021,獅子心DIY手動翻轉瑪德蓮機(LCM-141R),點心機/,數位家電
H1905210015,TECO東元 16吋機械式立扇 XYFXA1611AA,/TECO\東元\電風扇\風扇\家電\桌立扇,數位家電
H1901250003,法國BubbleSoda全自動氣泡水機(花漾粉/花漾藍/經典白 可選),/家電\飲水\氣泡水機\BubbleSoda\飲水設備,數位家電
H1507060004,HERAN禾聯-窗機(HW-41F)+基本安裝,/,數位家電
H1811070011,３Ｍ　－　５８度博視燈立燈－氣質白（ＤＬ６６００）,/,數位家電
H1506220039,BenQ-家庭雲․電視上網精靈JD-130,/,數位家電
H1805280010,TECO東元 - iFans 16吋DC直流微電腦智慧溫控立扇電扇 TE-XA1684BRH,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1901250004,LOUISSY USB電動研磨咖啡杯(紅),/隨行咖啡杯\咖啡杯\咖啡沖泡\研磨咖啡,數位家電
H1507060013,HERAN禾聯-窗機(HPA-28M)+基本安裝,/,數位家電
H1507060019,HERAN禾聯-一對一壁掛分離式(HI-63G/HO-632),/,數位家電
H1812250003,SAMPO聲寶20L電烤箱 KZ-KC20,/聲寶\SAMPO\烤箱\電器\家電\微波爐,數位家電
H1812260005,SAMPO聲寶雙槽防燙烤麵包機 TR-SC65C,/聲寶\SAMPO\土司機\點心機\麵包機,數位家電
H1711010015,美國Ｃｕｉｓｉｎａｒｔ　美膳雅　　冷熱電動奶泡機　ＦＲ－１０ＴＷ,/,數位家電
H1810010002,3M-極淨便捷系列淨水器S004,/,數位家電
H1507060007,HERAN禾聯-窗機(HW-72P)+基本安裝,/,數位家電
H2005140004,CHIMEI DF-16D600 16吋微電腦ECO遙控擺頭DC節能風扇,/家用品\家電\電風扇\省電\奇美,數位家電
H1507060012,HERAN禾聯-一對二壁掛分離式(HI-28G/HO2-2828),/,數位家電
H1802060007,CHIMEI奇美  1.5L五心級溫控不鏽鋼快煮壺 KT-15MDT0,/,數位家電
H1812050015,SAMPO聲寶 - 陶瓷式定時電暖器 HX-FG12P,家電\電暖器\暖爐\暖器/,數位家電
H1809260021,3M－Filtrete AC300龍頭式濾水器特惠組 (一機二心),/,數位家電
H1707180003,ＴＥＣＯ東元－三合一火烤ＩＨ變頻電磁爐　ＹＪ１３１０ＣＢ,/,數位家電
H1811070012,ＳＡＭＰＯ聲寶　－　微電腦全自動快速製冰機　ＫＪ－ＳＤ１２Ｒ,/,數位家電
H1809260011,3M-淨呼吸寶寶專用型空氣清淨機專用濾網,/,數位家電
H1907160006,日本DOSHISHA Otona X Disney米奇聯名手持電動刨冰機-黑,/DOSHISHA\家電\製冰機\刨冰機\夏日製冰機,數位家電
H1812120003,Whirlpool惠而浦 - 智能360度旋風扇 WTFE110W,/惠而浦\Whirlpool\風扇,數位家電
H1805280009,TECO東元 - 16吋DC微電腦ECO智慧溫控立扇 TE-XA1683BRD,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1507130001,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-M23A/HO-M23A,/,數位家電
H1809260015,３Ｍ－淨巧型空氣清淨機ＦＡ－Ｘ５０Ｔ活性碳濾網Ｘ３０５０－ＣＡ,/,數位家電
H1707180004,ＳＡＭＰＯ聲寶　１６吋機械式工業扇　ＳＫ－ＶＣ１６Ｆ,電風扇/夏日風扇\風扇,數位家電
H1711010008,日本ＩＲＩＳ　　　細緻雙氣旋輕量吸塵器　ＩＣ－ＳＢ１－Ｓ,/清潔好幫手,數位家電
H1805280023,ＳＡＭＰＯ聲寶　－　１４吋ＥＣＯ智能溫控ＤＣ節能風扇　ＳＫ－ＦＬ１４ＤＲ,/夏日風扇\電風扇\風扇\電扇,數位家電
H1910240002,CHIMEI奇美 小偏心果汁機 MX-1500T2,/CHIMEI\奇美\果汁機\家電,數位家電
H1905210008,SAMPO聲寶 多功能全營養調理機 KJ-SA03W,/SAMPO\聲寶\小家電\調理機,數位家電
H1507060010,HERAN禾聯-一對一壁掛分離式(HI-23G/HO-232),/,數位家電
H1810090016,TECO東元 - 16吋機械式定時立扇 XYFXA1612AB,/,數位家電
H2005140005,CHIMEI DF-16DCST 16吋DC微電腦ECO遙控擺頭風扇,/家用品\家電\電風扇\省電\奇美,數位家電
H1904030011,SAMPO聲寶 5公升微電腦壓力鍋 KC-BA05Q,/SAMPO\聲寶\微電腦\壓力鍋,數位家電
H1805280002,ＣＨＩＭＥＩ奇美－１６吋ＤＣ馬達微電腦ＥＣＯ立扇風扇（豪華款）　（ＤＦ－１６Ｂ０ＳＴ）,/夏日風扇\電風扇\電扇\風扇\扇,數位家電
H1506290005,HERAN禾聯-55型 LED液晶顯示器(HD-55AC2)+基本安裝,/,數位家電
H1506220026,BenQ-55吋LED液晶顯示器55RU6600,/,數位家電
H1812250004,SAMPO聲寶8L電烤箱 KZ-SL08,/聲寶\SAMPO\土司機\點心機\麵包機\烤箱,數位家電
H1810010005,日本IRIS 大拍2.0雙氣旋智能除蹣機 銀離子升級版,生活家電\吸塵器\清潔用品/,數位家電
H1507130009,ＨＥＲＡＮ禾聯－變頻一對二冷專型_HI-S28B/HI-S50B/HO2-S2850B,/,數位家電
H1507130014,ＨＥＲＡＮ禾聯－變頻一對一冷暖型_HI-M50AH/HO-M50AH,/,數位家電
H1707180001,ＳＡＭＰＯ聲寶１４吋星鑽定時風扇　ＳＫ－ＦＬ１４Ｔ,/,數位家電
H1506220034,BenQ-43吋LED液晶顯示器43RH6500,/,數位家電
H1507130013,ＨＥＲＡＮ禾聯－變頻一對一冷暖型_HI-M41AH/HO-M41AH,/,數位家電
H1812050065,Whirlpool惠而浦 Air Cooler 3in1遙控水冷扇 AC2801,/夏日涼風扇\惠而浦\水冷扇\Whirlpool,數位家電
H1810090017,快譯通Ａｂｅｅ　－　１４吋ＤＣ馬達節能遙控風扇　ＡＦ－Ｌ１４Ｄ０Ｆ,/,數位家電
H1910240006,法國BubbleSoda 經典粉旺氣泡水機(粉色BS-190P/白色 BS-190W 可選),/法國\BubbleSoda\氣泡水機\家電,數位家電
H1907160005,日本DOSHISHA 復古風家用電動刨冰機 DCSP-1751,/DOSHISHA\家電\製冰機\刨冰機\夏日製冰機,數位家電
H2003210006,CASA 智能電動蒸氣拖把專用清潔墊布(4入組) CA-117P,/打掃\拖地\廚房用具\清理\清潔\補充\替換布\抹布,數位家電
H1810010025,TECO東元 真空隨行杯果汁機-1機2杯組 XF0603CB,/,數位家電
H2001030003,CHIMEI奇美 10公升遠紅外線蒸氣烤箱 EV-10T0AK,/CHIMEI\奇美\10公升\蒸氣\烤箱\家電,數位家電
H1811070014,日本ｓｉｒｏｃａ　－　ＳＣ－Ｃ１１２０Ｋ－ＳＳ　石臼式全自動研磨咖啡機,/,數位家電
H1711270002,ＳＡＭＰＯ聲寶　１１人份電鍋－玫瑰金,/,數位家電
H1506290011,HERAN禾聯-42吋 LED液晶顯示器(HD-42DC9)+基本安裝,/,數位家電
H1811070013,日本ｓｉｒｏｃａ　－　石墨０．２秒瞬間發熱烤箱,/,數位家電
H1812050010,PERSON柏森 - 壁掛式防潑水電暖器 PH-788,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H1809260002,３Ｍ　－　雙效空氣清淨除濕機專用濾網ＦＤ－Ａ９０Ｗ,/,數位家電
H2003210004,CHIMEI奇美 無線多功能UV除蟎吸塵器輕裝版 VC-HB4LAM,/多能\防塵蟎\打掃\清理,數位家電
H1812050057,TECO東元-20L無轉盤微波爐 (YM2005CB),/微波爐\TECO\東元,數位家電
H1812050048,Whirlpool惠而浦20L機械式微波爐 MIC201MW,家電\廚房設備\微波爐\烤箱\惠而浦/,數位家電
H1901250006,CHIMEI奇美2in1多功能無線吸塵器 VC-HC4LS0,/奇美\CHIMEI\家電\吸塵器\直立式吸塵器,數位家電
H2006140001,TECO東元 16吋微電腦遙控DC節能風扇XA1609BRD,/家用品\家電\電扇\電風扇,數位家電
H1507060016,HERAN禾聯-一對一壁掛分離式(HI-41G/HO-412),/,數位家電
H1907160003,Massey 20吋渦流空氣循環扇 TF-20C,/Massey\循環扇\風扇\電風扇,數位家電
H1812050060,TECO東元 - 負離子空氣清淨機 NN1601BD,/空氣清淨機\TECO\東元,數位家電
H1507130007,ＨＥＲＡＮ禾聯－變頻一對一冷專型_HI-G72A/HO-G72A,/,數位家電
H1810010028,美國CONAIR  三合一蒸氣手持式掛燙機 CGS23W,/,數位家電
H1812120007,Zero - 光導引智慧偵測超薄型吸塵器機器人,/吸塵器\機器人,數位家電
H1905210011,CHIMEI奇美 26公升旋風電烤箱(簡約白/莓果紅),/CHIMEI\奇美\家電\烤箱,數位家電
H1805280018,TECO東元-14吋DC馬達ECO遙控立扇(XA1488BRD),/,數位家電
H1812050050,TECO東元 - 14吋鹵素式電暖器 YN1405AB,家電\電暖器\暖爐\暖器/冬季禦寒對策,數位家電
H2005240004,CHIMEI MT-15T0EA 15W強效電擊捕蚊燈,/抓蚊子\蚊子\電燈\奇美,數位家電
H1805280026,SAMPO聲寶 - 12吋3D自動擺頭DC循環扇 SK-HA12S,/夏日風扇\電風扇\電扇\風扇\扇\循環\自動,數位家電
H1907160010,SAMPO聲寶 - 16吋微電腦遙控DC節能風扇 SA-SK-FM16DR,/SAMPO\聲寶\風扇\電風扇,數位家電
H1903050001,SAMPO聲寶 28公升壓力烤箱 KZ-BA28P,/SAMPO\聲寶\家電\烤箱\微波爐\壓力烤箱,數位家電
H1812250005,SAMPO聲寶1.5L雙層防燙不鏽鋼快煮壺 KP-SF15D,/聲寶\SAMPO\快煮壺\家電,數位家電
